Latitude_mean,Latitude_var,Longitude_mean,Longitude_var,Aerosol_Optical_Depth_mean,Aerosol_Optical_Depth_var,Aerosol_Optical_Depth_Uncertainty_mean,Aerosol_Optical_Depth_Uncertainty_var,Angstrom_Exponent_550_860nm_mean,Angstrom_Exponent_550_860nm_var,Absorption_Aerosol_Optical_Depth_mean,Absorption_Aerosol_Optical_Depth_var,Nonspherical_Aerosol_Optical_Depth_mean,Nonspherical_Aerosol_Optical_Depth_var,Small_Mode_Aerosol_Optical_Depth_mean,Small_Mode_Aerosol_Optical_Depth_var,Medium_Mode_Aerosol_Optical_Depth_mean,Medium_Mode_Aerosol_Optical_Depth_var,Large_Mode_Aerosol_Optical_Depth_mean,Large_Mode_Aerosol_Optical_Depth_var,filename
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25.002607345581055,0.0,121.49739074707031,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.038366317749023,0.0,121.54492950439453,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.077905654907227,0.0,121.54908752441406,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.03457260131836,0.0,121.58833312988281,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.081687927246094,0.0,121.50567626953125,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.042146682739258,0.0,121.50152587890625,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.121227264404297,0.0,121.50981903076172,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25.002607345581055,0.0,121.49739074707031,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.038366317749023,0.0,121.54492950439453,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.077905654907227,0.0,121.54908752441406,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
25.03457260131836,0.0,121.58833312988281,0.0,,,,,,,,,,,,,,,,,proc_misr/20180201T031746_misr_tpe_0.npz
